SpecimenID,Species,SamplingCategory,YearSampled,State,SiteInfo,lat,lon,Sp,Species_samplingcategory
MI18,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI19,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
P100048,Blackpoll Warbler,historic,1926,Quebec,Hudson Bay,51.701,-78.742,BLPW,BLPW_historic
P100061,Blackpoll Warbler,historic,1926,Quebec,Lac Guillaume Delisle,56.118,-75.887,BLPW,BLPW_historic
P100283,Blackpoll Warbler,historic,1926,Quebec,Hudson Bay,51.701,-78.742,BLPW,BLPW_historic
P100300,Blackpoll Warbler,historic,1926,Quebec,Lac Guillaume Delisle,56.118,-75.887,BLPW,BLPW_historic
P135709,Blackpoll Warbler,historic,1953,New York,"Slide Mountain, Catskill Mountains",41.997,-74.385,BLPW,BLPW_historic
P135710,Blackpoll Warbler,historic,1953,New York,"Slide Mountain, Catskill Mountains",41.997,-74.385,BLPW,BLPW_historic
P48657,Blackpoll Warbler,historic,1914,Quebec,Broadback River,51.176,-77.099,BLPW,BLPW_historic
P48707,Blackpoll Warbler,historic,1914,Quebec,Hudson Bay,51.701,-78.742,BLPW,BLPW_historic
P49026,Blackpoll Warbler,historic,1914,Quebec,Hudson Bay,51.701,-78.742,BLPW,BLPW_historic
P57217,Blackpoll Warbler,historic,1917,Quebec,Riviere Sainte Marguerite,48.255,-69.861,BLPW,BLPW_historic
P57220,Blackpoll Warbler,historic,1917,Quebec,Riviere Sainte Marguerite,48.255,-69.861,BLPW,BLPW_historic
PRAW10,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW11,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW13,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW14,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW15,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW16,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW17,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW18,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW19,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW20,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW21,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW22,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW23,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW24,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW25,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW26,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW27,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW28,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW29,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
PRAW30,Prairie Warbler,contemporary,2020,Arkansas,"35.535700, -91.826733",35.5357,-91.826733,PRAW,PRAW_contemporary
QF09T03,Myrtle Warbler,contemporary,2017,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
QF10T03,Myrtle Warbler,contemporary,2017,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
QF11T02,Myrtle Warbler,contemporary,2017,New York,Adirondacks - Sagamore,43.765,-74.626,YRWA,YRWA_contemporary
QF11T05,Myrtle Warbler,contemporary,2017,New York,Adirondacks - Sagamore,43.765,-74.626,YRWA,YRWA_contemporary
QF11T06,Myrtle Warbler,contemporary,2017,New York,Adirondacks - Sagamore,43.765,-74.626,YRWA,YRWA_contemporary
QF11T07,Myrtle Warbler,contemporary,2017,New York,Adirondacks - Sagamore,43.765,-74.626,YRWA,YRWA_contemporary
RF06T06,Myrtle Warbler,contemporary,2018,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
RF06T07,Myrtle Warbler,contemporary,2018,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
RF06T15,Myrtle Warbler,contemporary,2018,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
RF07T17,Myrtle Warbler,contemporary,2018,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
RF08T02,Myrtle Warbler,contemporary,2018,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
SF17T02,Myrtle Warbler,contemporary,2019,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
SF17T10,Myrtle Warbler,contemporary,2019,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
SF17T11,Myrtle Warbler,contemporary,2019,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
SF17T13,Myrtle Warbler,contemporary,2019,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
SF17T24,Myrtle Warbler,contemporary,2019,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
TF18T06,Myrtle Warbler,contemporary,2020,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
TF18T07,Myrtle Warbler,contemporary,2020,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
TF18T11,Myrtle Warbler,contemporary,2020,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
TF18T14,Myrtle Warbler,contemporary,2020,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
TF18T16,Myrtle Warbler,contemporary,2020,New York,Adirondacks - Moose River,43.622,-74.97,YRWA,YRWA_contemporary
zo-10976,Myrtle Warbler,contemporary,2009,New York,"Blackhead Mountain, elev. 3900 ft., 42°16.189'N, 74°06.483' W",42.26995,-74.1088,YRWA,YRWA_contemporary
zo-10977,Myrtle Warbler,contemporary,2009,New York,"Blackhead Mountain, elev. 3900 ft., 42°16.189'N, 74°06.483' W",42.26995,-74.1088,YRWA,YRWA_contemporary
zo-11082,Myrtle Warbler,contemporary,2010,New York,"Blackhead Mountain, elev. 3900 ft., 42°16.189'N, 74°06.483' W",42.26995,-74.1088,YRWA,YRWA_contemporary
zo-11140,Myrtle Warbler,contemporary,2010,New York,"Twin Mountain, 3622 ft., 42°07.532'N, 74°07.749'W",42.125533,-74.12915,YRWA,YRWA_contemporary
zo-11236,Myrtle Warbler,contemporary,2011,New York,"Blackhead Mountain, elev. 3900 ft., 42°16.189'N, 74°06.483' W",42.26995,-74.1088,YRWA,YRWA_contemporary
zo-11237,Myrtle Warbler,contemporary,2011,New York,"Blackhead Mountain, elev. 3900 ft., 42°16.189'N, 74°06.483' W",42.26995,-74.1088,YRWA,YRWA_contemporary
zo-11238,Myrtle Warbler,contemporary,2011,New York,"Blackhead Mountain, elev. 3900 ft., 42°16.189'N, 74°06.483' W",42.26995,-74.1088,YRWA,YRWA_contemporary
zo-11279,Myrtle Warbler,contemporary,2011,New York,"Blackhead Mountain, elev. 3850 ft., 42°16.197'N, 74°06.528' W",42.26995,-74.1088,YRWA,YRWA_contemporary
zo-11282,Myrtle Warbler,contemporary,2011,New York,"Blackdome Mountain, elev. 3910 ft., 42°16.219'N, 74°07.186' W",42.270306,-74.119778,YRWA,YRWA_contemporary
zo-15348,Blackpoll Warbler,contemporary,2010,Vermont,Mount Mansfield,44.543,-72.814,BLPW,BLPW_contemporary
zo-15349,Blackpoll Warbler,contemporary,2010,Vermont,Mount Mansfield,44.543,-72.814,BLPW,BLPW_contemporary
zo-15350,Blackpoll Warbler,contemporary,2010,Vermont,Mount Mansfield,44.543,-72.814,BLPW,BLPW_contemporary
zo-15351,Blackpoll Warbler,contemporary,2010,Vermont,Mount Mansfield,44.543,-72.814,BLPW,BLPW_contemporary
zo-15354,Blackpoll Warbler,contemporary,2010,Vermont,Mount Mansfield,44.543,-72.814,BLPW,BLPW_contemporary
zo-19372,Blackpoll Warbler,contemporary,2016,Vermont,Mount Mansfield,44.543,-72.814,BLPW,BLPW_contemporary
zo-19376,Blackpoll Warbler,contemporary,2016,Vermont,Mount Mansfield,44.543,-72.814,BLPW,BLPW_contemporary
zo-5472,Myrtle Warbler,historic,1954,New York,"Slide Mountain, elev. 4200 ft.",41.997,-74.385,YRWA,YRWA_historic
zo-5473,Myrtle Warbler,historic,1954,New York,"Slide Mountain, elev. 4200 ft.",41.997,-74.385,YRWA,YRWA_historic
zo-5474,Myrtle Warbler,historic,1954,New York,"Slide Mountain, elev. 4200 ft.",41.997,-74.385,YRWA,YRWA_historic
zo-5475,Myrtle Warbler,historic,1954,New York,"Slide Mountain, elev. 4200 ft.",41.997,-74.385,YRWA,YRWA_historic
zo-5476,Myrtle Warbler,historic,1954,New York,"Whiteface Mountain, elev. 3800 ft.",44.365,-73.904,YRWA,YRWA_historic
zo-5477,Myrtle Warbler,historic,1954,New York,"Slide Mountain, elev. 4200 ft.",41.997,-74.385,YRWA,YRWA_historic
zo-5480,Myrtle Warbler,historic,1955,New York,"Tioga Point, Raquette Lake - Adirondack Area",43.844,-74.634,YRWA,YRWA_historic
zo-5481,Myrtle Warbler,historic,1955,New York,"Slide Mountain, elev. 4200 ft.",41.997,-74.385,YRWA,YRWA_historic
zo-5558,Blackpoll Warbler,historic,1954,New York,"Slide Mountain, elev. 4200 ft.",41.997,-74.385,BLPW,BLPW_historic
zo-5559,Blackpoll Warbler,historic,1954,New York,"Slide Mountain, elev. 4200 ft.",41.997,-74.385,BLPW,BLPW_historic
