SpecimenID,Species,SamplingCategory,YearSampled,State,SiteInfo,lat,lon,Sp,Species_samplingcategory
bwnc32,Black-throated Blue Warbler,contemporary,2002,North Carolina,Coweeta Experimental Forest,35.061,-83.451,BTBW,BTBW_contemporary
bwnc33,Black-throated Blue Warbler,contemporary,2002,North Carolina,Coweeta Experimental Forest,35.061,-83.451,BTBW,BTBW_contemporary
bwnc5,Black-throated Blue Warbler,contemporary,2002,North Carolina,?,35.061,-83.451,BTBW,BTBW_contemporary
bwnc7,Black-throated Blue Warbler,contemporary,2002,North Carolina,?,35.061,-83.451,BTBW,BTBW_contemporary
bwnc8,Black-throated Blue Warbler,contemporary,2002,North Carolina,?,35.061,-83.451,BTBW,BTBW_contemporary
MI01,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI03,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI04,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI05,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI06,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI07,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI08,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI09,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI10,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI11,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI12,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI13,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI14,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI15,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI16,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
MI17,Black-throated Blue Warbler,contemporary,2001,Michigan,?,45.975,-86.4834,BTBW,BTBW_contemporary
